Source,Target,InDist_AUC,InDist_MAP,InDist_BRP_90,OutDist_AUC,OutDist_MAP,OutDist_BRP_90,Recovered_AUC,Recovered_MAP,Recovered_BRP_90
commonsense_qa,commonsense_qa,0.7523880000000001,0.7363530195063539,0.1,0.7523880000000001,0.7363530195063539,0.1,1.0,1.0,1.0
commonsense_qa,race,0.7523880000000001,0.7363530195063539,0.1,0.5390400000000001,0.27100100119987275,0.0,0.716438858673982,0.36803135727147557,0.0
commonsense_qa,arc_easy,0.7523880000000001,0.7363530195063539,0.1,0.846952,0.8346185265419981,0.302,1.1256851518099704,1.1334489089234954,3.0199999999999996
commonsense_qa,arc_challenge,0.7523880000000001,0.7363530195063539,0.1,0.6095404762791291,0.3314448224517491,0.00796812749003984,0.8101411456311491,0.4501167424748899,0.0796812749003984
commonsense_qa,open_book_qa,0.7523880000000001,0.7363530195063539,0.1,0.721128,0.716952238249277,0.064,0.9584522879152777,0.9736528801496828,0.64
commonsense_qa,got_cities,0.7523880000000001,0.7363530195063539,0.1,0.9668877778866996,0.9685995247833333,0.8910891089108911,1.2850919710132265,1.315401036085485,8.91089108910891
commonsense_qa,got_sp_en_trans,0.7523880000000001,0.7363530195063539,0.1,0.7303804994054697,0.659736443776199,0.034482758620689655,0.9707497985154862,0.8959512982217169,0.3448275862068965
commonsense_qa,got_larger_than,0.7523880000000001,0.7363530195063539,0.1,0.8138934976461139,0.8008095403198909,0.25181598062953997,1.081747047595275,1.0875348088566925,2.5181598062953996
commonsense_qa,imdb,0.7523880000000001,0.7363530195063539,0.1,0.46764,0.4776861820059839,0.002,0.621541013413292,0.6487189830853434,0.02
commonsense_qa,amazon_polarity,0.7523880000000001,0.7363530195063539,0.1,0.564052,0.5530650210630987,0.004,0.7496823447476567,0.751086783665082,0.04
commonsense_qa,ag_news,0.7523880000000001,0.7363530195063539,0.1,0.647932,0.616003300402238,0.002,0.8611673764068538,0.836559753384596,0.02
commonsense_qa,dbpedia_14,0.7523880000000001,0.7363530195063539,0.1,0.735308,0.6950446214342566,0.002,0.9772989468199917,0.9439013666301115,0.02
commonsense_qa,rte,0.7523880000000001,0.7363530195063539,0.1,0.551764,0.5744749922328226,0.004,0.7333503458322036,0.7801624723667824,0.04
commonsense_qa,copa,0.7523880000000001,0.7363530195063539,0.1,0.6541,0.6106575420829066,0.01,0.8693652742999622,0.8292999769217858,0.09999999999999999
commonsense_qa,boolq,0.7523880000000001,0.7363530195063539,0.1,0.622024,0.6119319470320876,0.0,0.8267330154122606,0.8310306752626921,0.0
race,commonsense_qa,0.6970719999999999,0.4206967442862154,0.008,0.726192,0.720058505792234,0.02,1.0417747377602313,1.7115856387572892,2.5
race,race,0.6970719999999999,0.4206967442862154,0.008,0.6970719999999999,0.4206967442862154,0.008,1.0,1.0,1.0
race,arc_easy,0.6970719999999999,0.4206967442862154,0.008,0.85086,0.8508050833092742,0.378,1.220619964652145,2.0223714465696943,47.25
race,arc_challenge,0.6970719999999999,0.4206967442862154,0.008,0.6960090213245814,0.43340925692528587,0.00796812749003984,0.9984750805147553,1.030217758543959,0.9960159362549801
race,open_book_qa,0.6970719999999999,0.4206967442862154,0.008,0.688812,0.6942895264438119,0.01,0.9881504349622422,1.6503325397057538,1.25
race,got_cities,0.6970719999999999,0.4206967442862154,0.008,0.9206831574246533,0.9384462320247458,0.801980198019802,1.3207863139312057,2.23069525678641,100.24752475247526
race,got_sp_en_trans,0.6970719999999999,0.4206967442862154,0.008,0.839179548156956,0.8398356656301902,0.3793103448275862,1.2038635150414247,1.9962970406512566,47.41379310344827
race,got_larger_than,0.6970719999999999,0.4206967442862154,0.008,0.9088286851655343,0.921078277232965,0.7191283292978208,1.3037802194974613,2.189411469764838,89.8910411622276
race,imdb,0.6970719999999999,0.4206967442862154,0.008,0.552488,0.557801141772701,0.022,0.7925838363899282,1.325898403894489,2.75
race,amazon_polarity,0.6970719999999999,0.4206967442862154,0.008,0.594784,0.5949227148588403,0.01,0.8532604953290335,1.4141367218522913,1.25
race,ag_news,0.6970719999999999,0.4206967442862154,0.008,0.8051400000000001,0.7718418490245587,0.078,1.1550313310533205,1.8346751181403163,9.75
race,dbpedia_14,0.6970719999999999,0.4206967442862154,0.008,0.7750959999999999,0.6835631703167379,0.004,1.111931048729543,1.6248358933143652,0.5
race,rte,0.6970719999999999,0.4206967442862154,0.008,0.5525639999999999,0.5410435385079613,0.008,0.7926928638648518,1.2860654280221135,1.0
race,copa,0.6970719999999999,0.4206967442862154,0.008,0.7351,0.7041273060816423,0.05,1.0545539054789177,1.6737170316740049,6.25
race,boolq,0.6970719999999999,0.4206967442862154,0.008,0.6107480000000001,0.5788279366477816,0.006,0.8761620033511605,1.3758792871807533,0.75
arc_easy,commonsense_qa,0.8747600000000001,0.8717050214584061,0.418,0.729872,0.6921642471252116,0.0,0.8343682838721477,0.7940349431131947,0.0
arc_easy,race,0.8747600000000001,0.8717050214584061,0.418,0.5793493333333333,0.29309026953632555,0.0,0.6622951819165637,0.33622643247594336,0.0
arc_easy,arc_easy,0.8747600000000001,0.8717050214584061,0.418,0.8747600000000001,0.8717050214584061,0.418,1.0,1.0,1.0
arc_easy,arc_challenge,0.8747600000000001,0.8717050214584061,0.418,0.588545683753637,0.3091152595547907,0.0,0.6728081802478817,0.35460993334376506,0.0
arc_easy,open_book_qa,0.8747600000000001,0.8717050214584061,0.418,0.7218239999999999,0.7015424324879476,0.002,0.8251680460926424,0.804793382185905,0.004784688995215312
arc_easy,got_cities,0.8747600000000001,0.8717050214584061,0.418,0.7979391998605802,0.8046288030971209,0.4158415841584158,0.9121807122645984,0.923051701309391,0.994836325737837
arc_easy,got_sp_en_trans,0.8747600000000001,0.8717050214584061,0.418,0.8480975029726516,0.8058018918637626,0.5,0.9695202146561932,0.9243974418268415,1.1961722488038278
